State Code,District Code,Sub District Code,Level,Area Name,Total number of inhabited villages,Total Rural population,,,Less than 200,,,,200-499,,,,500-999,,,,1000-1999,,,,2000-4999,,,,5000-9999,,,,10000 and above,,,
,,,,,,,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,
,,,,,,Persons ,Males,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females
07,095,00446,SUB-DISTRICT,Pahar Ganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07,095,00447,SUB-DISTRICT,Karol Bagh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07,096,00000,DISTRICT,West,2,6420,3355,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6420,3355,3065,0,0,0,0,0,0,0,0
07,096,00448,SUB-DISTRICT,Patel Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07,096,00449,SUB-DISTRICT,Rajouri Garden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07,096,00450,SUB-DISTRICT,Punjabi Bagh,2,6420,3355,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6420,3355,3065,0,0,0,0,0,0,0,0
07,097,00000,DISTRICT,South West,39,143676,77342,66334,1,133,64,69,1,422,229,193,4,2619,1423,1196,13,18902,10068,8834,14,44136,23571,20565,4,23934,13147,10787,2,53530,28840,24690
07,097,00451,SUB-DISTRICT,Najafgarh,39,143676,77342,66334,1,133,64,69,1,422,229,193,4,2619,1423,1196,13,18902,10068,8834,14,44136,23571,20565,4,23934,13147,10787,2,53530,28840,24690
07,097,00452,SUB-DISTRICT,Delhi Cantonment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07,097,00453,SUB-DISTRICT,Vasant Vihar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07,098,00000,DISTRICT,South,3,12193,6819,5374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6117,3371,2746,1,6076,3448,2628,0,0,0,0
07,098,00454,SUB-DISTRICT,Hauz Khas,3,12193,6819,5374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6117,3371,2746,1,6076,3448,2628,0,0,0,0
07,098,00455,SUB-DISTRICT,Defence Colony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07,098,00456,SUB-DISTRICT,Kalkaji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08,000,00000,STATE,RAJASTHAN,43264,51500352,26641747,24858605,4690,459117,239419,219698,8869,3155769,1633376,1522393,12421,9019417,4663678,4355739,10530,14801161,7653662,7147499,5802,17023210,8807402,8215808,832,5448109,2817379,2630730,120,1593569,826831,766738
08,099,00000,DISTRICT,Ganganagar ,2855,1433736,758269,675467,1142,101911,53791,48120,825,276090,144975,131115,523,360794,189601,171193,256,357869,189115,168754,104,303910,161902,142008,5,33162,18885,14277,0,0,0,0
08,099,00457,SUB-DISTRICT,Karanpur,205,111571,58524,53047,47,3282,1710,1572,87,30759,16058,14701,43,30273,15902,14371,23,32685,17254,15431,5,14572,7600,6972,0,0,0,0,0,0,0,0
08,099,00458,SUB-DISTRICT,Ganganagar,299,231726,122422,109304,89,6961,3649,3312,71,24857,13203,11654,74,51962,27374,24588,38,51676,27445,24231,25,84842,44716,40126,2,11428,6035,5393,0,0,0,0
08,099,00459,SUB-DISTRICT,Sadulshahar,201,122132,65670,56462,116,8706,4636,4070,31,10288,5520,4768,12,8568,4502,4066,19,28689,15296,13393,22,60459,32835,27624,1,5422,2881,2541,0,0,0,0
08,099,00460,SUB-DISTRICT,Padampur,242,134303,70486,63817,60,5313,2830,2483,101,36915,19392,17523,55,34180,17979,16201,16,24236,12560,11676,9,27345,14412,12933,1,6314,3313,3001,0,0,0,0
08,099,00461,SUB-DISTRICT,Raisinghnagar,378,168125,87853,80272,125,10368,5499,4869,119,40492,21075,19417,102,69391,36226,33165,28,38060,19916,18144,4,9814,5137,4677,0,0,0,0,0,0,0,0
08,099,00462,SUB-DISTRICT,Anupgarh,398,153546,80721,72825,195,18662,9835,8827,110,36531,19141,17390,52,35865,18810,17055,36,50176,26501,23675,5,12312,6434,5878,0,0,0,0,0,0,0,0
08,099,00463,SUB-DISTRICT,Gharsana,426,141840,74925,66915,226,22685,11959,10726,117,35528,18684,16844,55,38837,20466,18371,23,31729,16890,14839,5,13061,6926,6135,0,0,0,0,0,0,0,0
08,099,00464,SUB-DISTRICT,Vijainagar,265,120048,63482,56566,101,10768,5685,5083,79,25553,13460,12093,54,38450,20382,18068,28,35509,18781,16728,3,9768,5174,4594,0,0,0,0,0,0,0,0
08,099,00465,SUB-DISTRICT,Suratgarh,441,250445,134186,116259,183,15166,7988,7178,110,35167,18442,16725,76,53268,27960,25308,45,65109,34472,30637,26,71737,38668,33069,1,9998,6656,3342,0,0,0,0
08,100,00000,DISTRICT,Hanumangarh,1831,1424228,746887,677341,886,72151,37996,34155,325,103434,54179,49255,203,147308,77533,69775,194,268626,141046,127580,186,568507,297966,270541,34,224383,117394,106989,3,39819,20773,19046
08,100,00466,SUB-DISTRICT,Sangaria,184,122524,64424,58100,112,8708,4575,4133,35,10794,5682,5112,6,3910,2095,1815,7,10099,5229,4870,20,64484,33889,30595,4,24529,12954,11575,0,0,0,0
08,100,00467,SUB-DISTRICT,Tibi,247,165217,86128,79089,118,9413,4946,4467,61,18585,9662,8923,21,15219,7920,7299,24,34041,17845,16196,18,54151,28093,26058,4,22255,11597,10658,1,11553,6065,5488
08,100,00468,SUB-DISTRICT,Hanumangarh,392,273661,143675,129986,204,16486,8746,7740,67,21612,11346,10266,48,33565,17756,15809,34,45325,23788,21537,31,94698,49586,45112,7,46826,24586,22240,1,15149,7867,7282
08,100,00469,SUB-DISTRICT,Pilibanga,291,178427,93906,84521,156,10827,5690,5137,44,13573,7083,6490,40,28889,15114,13775,25,34558,18088,16470,22,64844,34354,30490,4,25736,13577,12159,0,0,0,0
08,100,00470,SUB-DISTRICT,Rawatsar,306,169991,88812,81179,155,14698,7675,7023,53,17249,8988,8261,42,29760,15621,14139,34,46146,24199,21947,22,62138,32329,29809,0,0,0,0,0,0,0,0
08,100,00471,SUB-DISTRICT,Nohar,208,264752,139091,125661,70,5785,3034,2751,33,10764,5707,5057,23,17015,9025,7990,34,51892,27405,24487,41,125337,65727,59610,6,40842,21352,19490,1,13117,6841,6276
08,100,00472,SUB-DISTRICT,Bhadra,203,249656,130851,118805,71,6234,3330,2904,32,10857,5711,5146,23,18950,10002,8948,36,46565,24492,22073,32,102855,53988,48867,9,64195,33328,30867,0,0,0,0
08,101,00000,DISTRICT,Bikaner,857,1563553,821434,742119,79,6162,3242,2920,130,46391,24500,21891,188,135388,71289,64099,191,274716,145273,129443,205,627937,329086,298851,56,351432,184481,166951,8,121527,63563,57964
08,101,00473,SUB-DISTRICT,Bikaner,108,256830,135199,121631,6,500,259,241,14,5366,2780,2586,21,15580,8267,7313,23,34121,18050,16071,29,85806,45139,40667,14,92564,48816,43748,1,22893,11888,11005
08,101,00474,SUB-DISTRICT,Poogal,56,67163,35567,31596,6,914,485,429,13,4346,2247,2099,14,9557,5018,4539,15,20244,10793,9451,5,13819,7249,6570,3,18283,9775,8508,0,0,0,0
08,101,00475,SUB-DISTRICT,Lunkaransar,125,213627,111409,102218,10,633,325,308,20,7528,4065,3463,25,18834,9775,9059,36,52003,27201,24802,30,87909,45730,42179,2,13455,7103,6352,2,33265,17210,16055
08,101,00476,SUB-DISTRICT,Kolayat,209,251344,133015,118329,45,3208,1708,1500,30,10452,5563,4889,61,43220,22925,20295,35,52826,28057,24769,30,94885,50159,44726,8,46753,24603,22150,0,0,0,0
08,101,00477,SUB-DISTRICT,Nokha,145,374177,196589,177588,5,171,87,84,17,6163,3227,2936,24,16284,8573,7711,26,36917,19514,17403,52,162496,85277,77219,18,110983,58197,52786,3,41163,21714,19449
08,101,00478,SUB-DISTRICT,Khajuwala,54,76899,40662,36237,2,344,174,170,10,3434,1807,1627,11,7416,3881,3535,21,29609,15828,13781,9,27707,14602,13105,1,8389,4370,4019,0,0,0,0
08,101,00479,SUB-DISTRICT,Chhatargarh,64,82488,43288,39200,1,94,47,47,18,6051,3207,2844,21,15578,8189,7389,13,18807,9954,8853,8,21529,11281,10248,3,20429,10610,9819,0,0,0,0
08,101,00480,SUB-DISTRICT,Sridungargarh,96,241025,125705,115320,4,298,157,141,8,3051,1604,1447,11,8919,4661,4258,22,30189,15876,14313,42,133786,69649,64137,7,40576,21007,19569,2,24206,12751,11455
08,102,00000,DISTRICT,Churu,873,1463312,755028,708284,41,3807,2020,1787,98,35288,18218,17070,195,145923,75397,70526,278,405435,208816,196619,232,670212,346349,323863,26,165547,84981,80566,3,37100,19247,17853
08,102,00481,SUB-DISTRICT,Taranagar,112,179191,93251,85940,9,468,236,232,17,6037,3119,2918,29,20857,10756,10101,33,45334,23591,21743,17,48600,25535,23065,6,43054,22245,20809,1,14841,7769,7072
08,102,00482,SUB-DISTRICT,Rajgarh,215,303389,157983,145406,6,925,514,411,29,10931,5758,5173,59,43560,22746,20814,75,108756,56599,52157,42,112974,58750,54224,4,26243,13616,12627,0,0,0,0
08,102,00483,SUB-DISTRICT,Sardarshahar,173,286563,148669,137894,6,421,219,202,16,5600,2861,2739,39,30735,16036,14699,53,80111,41386,38725,59,169696,88167,81529,0,0,0,0,0,0,0,0
08,102,00484,SUB-DISTRICT,Churu,109,177564,89931,87633,4,499,258,241,12,4663,2335,2328,22,17119,8636,8483,42,60207,30707,29500,26,78707,39833,38874,3,16369,8162,8207,0,0,0,0
08,102,00485,SUB-DISTRICT,Ratangarh,101,193516,98909,94607,4,314,168,146,7,2304,1174,1130,19,13759,7028,6731,32,46751,23730,23021,36,102978,52828,50150,2,15904,8197,7707,1,11506,5784,5722
08,102,00486,SUB-DISTRICT,Sujangarh,163,323089,166285,156804,12,1180,625,555,17,5753,2971,2782,27,19893,10195,9698,43,64276,32803,31473,52,157257,81236,76021,11,63977,32761,31216,1,10753,5694,5059
08,103,00000,DISTRICT,Jhunjhunun,926,1647966,842718,805248,8,946,474,472,111,41666,21012,20654,256,191606,97554,94052,272,395001,202023,192978,234,701381,359418,341963,39,242749,123904,118845,6,74617,38333,36284
08,103,00487,SUB-DISTRICT,Jhunjhunun,271,328886,164506,164380,6,822,407,415,51,18691,9238,9453,102,77194,38705,38489,69,96270,48384,47886,38,108789,54534,54255,5,27120,13238,13882,0,0,0,0
08,103,00488,SUB-DISTRICT,Chirawa,212,365083,186582,178501,1,2,1,1,18,7105,3651,3454,70,52198,26650,25548,60,87951,44867,43084,58,165252,84676,80576,3,21940,11197,10743,2,30635,15540,15095
08,103,00489,SUB-DISTRICT,Buhana,137,212033,110115,101918,0,0,0,0,18,6438,3296,3142,39,27556,14384,13172,45,69244,35830,33414,32,86449,44873,41576,2,11851,6258,5593,1,10495,5474,5021
08,103,00490,SUB-DISTRICT,Khetri,103,232184,121379,110805,0,0,0,0,11,4161,2140,2021,12,9693,5010,4683,36,53941,28150,25791,34,104209,54329,49880,9,50086,26337,23749,1,10094,5413,4681
08,103,00491,SUB-DISTRICT,Nawalgarh,109,244246,124306,119940,1,122,66,56,10,3862,1983,1879,23,16854,8654,8200,28,40378,20518,19860,36,109187,55642,53545,10,63819,32355,31464,1,10024,5088,4936
08,103,00492,SUB-DISTRICT,Udaipurwati,94,265534,135830,129704,0,0,0,0,3,1409,704,705,10,8111,4151,3960,34,47217,24274,22943,36,127495,65364,62131,10,67933,34519,33414,1,13369,6818,6551
08,104,00000,DISTRICT,Alwar,2021,3019728,1589508,1430220,80,8697,4601,4096,262,96708,50931,45777,570,422345,221849,200496,662,935544,491668,443876,391,1118184,588207,529977,48,328210,174203,154007,8,110040,58049,51991
08,104,00493,SUB-DISTRICT,Behror,176,312737,164380,148357,7,603,311,292,12,4258,2227,2031,37,26610,13889,12721,56,79255,41726,37529,61,173898,91386,82512,2,11679,6144,5535,1,16434,8697,7737
08,104,00494,SUB-DISTRICT,Mandawar,146,231628,121648,109980,2,277,135,142,11,4255,2249,2006,32,24687,12973,11714,66,93485,49052,44433,31,83790,44105,39685,4,25134,13134,12000,0,0,0,0
08,104,00495,SUB-DISTRICT,Kotkasim,116,137339,71907,65432,2,339,190,149,22,8191,4237,3954,41,29301,15363,13938,36,48867,25595,23272,13,33100,17257,15843,2,17541,9265,8276,0,0,0,0
08,104,00496,SUB-DISTRICT,Tijara,187,257436,135003,122433,11,1282,643,639,17,6160,3172,2988,53,40280,20936,19344,72,101025,52738,48287,30,82885,43964,38921,4,25804,13550,12254,0,0,0,0
08,104,00497,SUB-DISTRICT,Kishangarh Bas,108,150552,78288,72264,5,792,424,368,11,3998,2040,1958,39,27459,14393,13066,25,35602,18501,17101,26,70265,36427,33838,2,12436,6503,5933,0,0,0,0
08,104,00498,SUB-DISTRICT,Ramgarh,177,243076,127039,116037,5,449,231,218,23,8992,4629,4363,57,42670,22244,20426,57,80811,42162,38649,33,93520,48936,44584,1,5837,3085,2752,1,10797,5752,5045
08,104,00499,SUB-DISTRICT,Alwar,195,355128,187403,167725,3,390,212,178,26,8408,4441,3967,46,35594,18602,16992,61,88973,46464,42509,49,150562,79217,71345,9,59672,32450,27222,1,11529,6017,5512
08,104,00500,SUB-DISTRICT,Bansur,147,263663,138905,124758,0,0,0,0,18,6534,3462,3072,31,22731,12004,10727,62,90054,47513,42541,29,88963,46697,42266,6,38250,20182,18068,1,17131,9047,8084
08,104,00501,SUB-DISTRICT,Thanagazi,163,233395,122907,110488,18,1657,897,760,23,8027,4279,3748,43,30535,16046,14489,45,65051,34253,30798,30,83133,43792,39341,2,12445,6473,5972,2,32547,17167,15380
08,104,00502,SUB-DISTRICT,Rajgarh,249,330096,174921,155175,21,2540,1351,1189,42,14936,7952,6984,74,54452,28918,25534,64,87750,46565,41185,41,119772,63350,56422,7,50646,26785,23861,0,0,0,0
08,104,00503,SUB-DISTRICT,Lachhmangarh,205,277119,145947,131172,3,334,185,149,34,13854,7325,6529,68,50552,26646,23906,68,93611,49268,44343,27,73915,38825,35090,3,23251,12329,10922,2,21602,11369,10233
08,104,00504,SUB-DISTRICT,Kathumar,152,227559,121160,106399,3,34,22,12,23,9095,4918,4177,49,37474,19835,17639,50,71060,37831,33229,21,64381,34251,30130,6,45515,24303,21212,0,0,0,0
08,105,00000,DISTRICT,Bharatpur,1432,2053363,1093357,960006,89,9017,4873,4144,196,71974,38379,33595,394,296205,157489,138716,445,638144,340169,297975,275,803299,427882,375417,30,196981,104591,92390,3,37743,19974,17769
08,105,00505,SUB-DISTRICT,Pahari,132,198897,103529,95368,5,374,203,171,14,5596,2934,2662,49,35323,18334,16989,35,49568,25710,23858,23,66613,34684,31929,6,41423,21664,19759,0,0,0,0
08,105,00506,SUB-DISTRICT,Kaman,113,165909,87262,78647,5,701,388,313,23,8213,4338,3875,26,19852,10514,9338,34,48848,25681,23167,24,77934,40890,37044,0,0,0,0,1,10361,5451,4910
08,105,00507,SUB-DISTRICT,Nagar,164,216286,114149,102137,8,930,504,426,30,11191,5897,5294,44,33440,17670,15770,55,78793,41611,37182,24,69354,36539,32815,2,10951,5832,5119,1,11627,6096,5531
08,105,00508,SUB-DISTRICT,Deeg,124,181711,96814,84897,12,1414,757,657,18,6506,3448,3058,31,23235,12323,10912,35,52495,27929,24566,25,75161,40247,34914,3,22900,12110,10790,0,0,0,0
08,105,00509,SUB-DISTRICT,Nadbai,119,188725,100796,87929,5,607,321,286,15,5700,3096,2604,27,19781,10415,9366,35,49531,26543,22988,36,107969,57654,50315,1,5137,2767,2370,0,0,0,0
08,105,00510,SUB-DISTRICT,Kumher,124,177801,94427,83374,6,471,265,206,23,7939,4200,3739,32,23285,12289,10996,35,49619,26286,23333,23,66377,35324,31053,5,30110,16063,14047,0,0,0,0
08,105,00511,SUB-DISTRICT,Bharatpur,175,200177,106496,93681,23,2267,1185,1082,25,9240,4955,4285,53,40847,21750,19097,49,69839,37148,32691,24,68751,36450,32301,1,9233,5008,4225,0,0,0,0
08,105,00512,SUB-DISTRICT,Weir,148,240761,128849,111912,6,520,269,251,10,3666,1950,1716,40,30559,16301,14258,54,80185,43137,37048,32,89274,47802,41472,6,36557,19390,17167,0,0,0,0
08,105,00513,SUB-DISTRICT,Bayana,182,225144,122692,102452,13,1260,726,534,23,8086,4451,3635,53,40189,21912,18277,63,87095,47311,39784,29,82544,45044,37500,1,5970,3248,2722,0,0,0,0
08,105,00514,SUB-DISTRICT,Rupbas,151,257952,138343,119609,6,473,255,218,15,5837,3110,2727,39,29694,15981,13713,50,72171,38813,33358,35,99322,53248,46074,5,34700,18509,16191,1,15755,8427,7328
08,106,00000,DISTRICT,Dhaulpur,801,959066,520930,438136,21,2317,1265,1052,120,44615,24562,20053,287,214701,117562,97139,269,374033,202953,171080,96,255882,138491,117391,5,32320,17264,15056,3,35198,18833,16365
08,106,00515,SUB-DISTRICT,Baseri,194,226786,123327,103459,7,794,425,369,34,12519,6866,5653,73,53644,29416,24228,54,72167,39146,33021,24,69060,37592,31468,1,7860,4169,3691,1,10742,5713,5029
08,106,00516,SUB-DISTRICT,Bari,170,182929,100524,82405,5,417,238,179,35,12910,7293,5617,54,40482,22607,17875,58,82449,44973,37476,18,46671,25413,21258,0,0,0,0,0,0,0,0
08,106,00517,SUB-DISTRICT,Sepau,130,191079,102497,88582,3,253,126,127,9,3759,2035,1724,45,34028,18204,15824,45,62970,33741,29229,25,66060,35503,30557,2,13293,7065,6228,1,10716,5823,4893
08,106,00518,SUB-DISTRICT,Dhaulpur,195,228034,123657,104377,3,425,240,185,25,9184,5001,4183,79,57934,31681,26253,71,100199,54402,45797,14,35385,19006,16379,2,11167,6030,5137,1,13740,7297,6443
08,106,00519,SUB-DISTRICT,Rajakhera,112,130238,70925,59313,3,428,236,192,17,6243,3367,2876,36,28613,15654,12959,41,56248,30691,25557,15,38706,20977,17729,0,0,0,0,0,0,0,0
08,107,00000,DISTRICT,Karauli,851,1240143,668185,571958,48,4940,2762,2178,114,41314,22730,18584,232,173500,94244,79256,267,378249,204220,174029,170,511267,274186,237081,19,117093,62703,54390,1,13780,7340,6440
08,107,00520,SUB-DISTRICT,Todabhim,148,228203,122525,105678,7,660,341,319,20,7669,4145,3524,40,29966,16178,13788,41,59437,31962,27475,34,95049,50870,44179,6,35422,19029,16393,0,0,0,0
08,107,00521,SUB-DISTRICT,Nadoti,96,150898,80479,70419,0,0,0,0,12,4231,2279,1952,30,22084,11766,10318,33,44181,23585,20596,15,46486,24897,21589,6,33916,17952,15964,0,0,0,0
08,107,00522,SUB-DISTRICT,Hindaun,160,318422,171569,146853,2,144,73,71,4,1672,885,787,29,22950,12500,10450,70,101500,54961,46539,50,152228,81684,70544,4,26148,14126,12022,1,13780,7340,6440
08,107,00523,SUB-DISTRICT,Karauli,206,266168,143984,122184,12,1389,790,599,30,11790,6547,5243,66,48768,26666,22102,62,88840,48070,40770,35,108516,58180,50336,1,6865,3731,3134,0,0,0,0
08,107,00524,SUB-DISTRICT,Mandrail,74,74600,40659,33941,11,1089,618,471,16,4915,2755,2160,27,20562,11257,9305,11,15608,8589,7019,8,23836,12854,10982,1,8590,4586,4004,0,0,0,0
08,107,00525,SUB-DISTRICT,Sapotra,167,201852,108969,92883,16,1658,940,718,32,11037,6119,4918,40,29170,15877,13293,50,68683,37053,31630,28,85152,45701,39451,1,6152,3279,2873,0,0,0,0
08,108,00000,DISTRICT,Sawai Madhopur,758,1069084,564592,504492,63,4964,2644,2320,127,46137,24453,21684,199,146168,77434,68734,231,331507,175437,156070,110,321337,169429,151908,23,151978,80044,71934,5,66993,35151,31842
08,108,00526,SUB-DISTRICT,Gangapur,118,216553,115551,101002,6,563,288,275,10,3872,2013,1859,37,26691,14327,12364,30,44970,24029,20941,28,85012,45215,39797,6,39930,21382,18548,1,15515,8297,7218
08,108,00527,SUB-DISTRICT,Bamanwas,141,171648,91628,80020,18,1927,1023,904,29,10216,5416,4800,34,25589,13651,11938,38,53794,28715,25079,18,55534,29547,25987,4,24588,13276,11312,0,0,0,0
08,108,00528,SUB-DISTRICT,Malarna Doongar,61,105732,55413,50319,7,440,239,201,5,1984,1059,925,14,10554,5515,5039,22,31122,16349,14773,10,28798,15027,13771,1,7667,4038,3629,2,25167,13186,11981
08,108,00529,SUB-DISTRICT,Bonli,99,127441,67087,60354,3,453,237,216,14,5035,2693,2342,27,20505,10770,9735,43,62164,32747,29417,11,33379,17575,15804,1,5905,3065,2840,0,0,0,0
08,108,00530,SUB-DISTRICT,Chauth Ka Barwara,66,97500,50627,46873,1,155,79,76,17,6575,3461,3114,20,14369,7503,6866,19,26430,13785,12645,4,9208,4787,4421,4,26725,13765,12960,1,14038,7247,6791
08,108,00531,SUB-DISTRICT,Sawai Madhopur,147,213771,111714,102057,6,514,262,252,26,9282,4846,4436,37,27496,14350,13146,46,66105,34835,31270,27,76928,40017,36911,5,33446,17404,16042,0,0,0,0
08,108,00532,SUB-DISTRICT,Khandar,126,136439,72572,63867,22,912,516,396,26,9173,4965,4208,30,20964,11318,9646,33,46922,24977,21945,12,32478,17261,15217,2,13717,7114,6603,1,12273,6421,5852
08,109,00000,DISTRICT,Dausa,1079,1432616,751900,680716,104,10745,5642,5103,170,61404,32315,29089,300,221699,116532,105167,314,438721,230413,208308,165,484655,254598,230057,19,121041,63378,57663,7,94351,49022,45329
08,109,00533,SUB-DISTRICT,Baswa,229,294214,154652,139562,13,1384,735,649,35,13257,7057,6200,73,52939,27951,24988,71,97940,51475,46465,33,96800,50744,46056,3,16362,8521,7841,1,15532,8169,7363
08,109,00534,SUB-DISTRICT,Mahwa,161,227861,120859,107002,6,640,339,301,23,8415,4450,3965,49,35899,19053,16846,51,72019,38174,33845,29,91572,48512,43060,3,19316,10331,8985,0,0,0,0
08,109,00535,SUB-DISTRICT,Sikrai,139,260484,136682,123802,4,463,258,205,18,6681,3511,3170,27,21523,11334,10189,43,59071,31115,27956,40,110433,58018,52415,5,35493,18581,16912,2,26820,13865,12955
08,109,00536,SUB-DISTRICT,Dausa,248,334977,175053,159924,21,2808,1486,1322,40,14274,7512,6762,70,52947,27714,25233,77,110279,57654,52625,34,100755,52587,48168,4,26055,13643,12412,2,27859,14457,13402
08,109,00537,SUB-DISTRICT,Lalsot,302,315080,164654,150426,60,5450,2824,2626,54,18777,9785,8992,81,58391,30480,27911,72,99412,51995,47417,29,85095,44737,40358,4,23815,12302,11513,2,24140,12531,11609
08,110,00000,DISTRICT,Jaipur,2126,3154331,1642924,1511407,134,13647,7126,6521,307,113281,58747,54534,651,479585,249450,230135,604,848302,441813,406489,341,1022541,532513,490028,76,506754,264702,242052,13,170221,88573,81648
08,110,00538,SUB-DISTRICT,Kotputli,144,364054,191713,172341,1,149,71,78,3,1242,659,583,17,12855,6800,6055,56,84184,44431,39753,51,147746,77743,70003,14,90291,47585,42706,2,27587,14424,13163
08,110,00539,SUB-DISTRICT,Viratnagar,100,145519,76272,69247,4,302,160,142,12,4576,2369,2207,34,27452,14512,12940,28,38742,20261,18481,20,56744,29723,27021,1,7324,3854,3470,1,10379,5393,4986
08,110,00540,SUB-DISTRICT,Shahpura,100,218450,114949,103501,2,370,191,179,5,1460,782,678,17,13469,7158,6311,36,50642,26645,23997,32,99473,52391,47082,8,53036,27782,25254,0,0,0,0
08,110,00541,SUB-DISTRICT,Chomu,114,322857,167857,155000,4,505,271,234,5,1643,842,801,19,15135,7841,7294,36,53154,27605,25549,33,109733,56745,52988,13,88762,46450,42312,4,53925,28103,25822
08,110,00542,SUB-DISTRICT,Phulera (Hq.Sambhar),238,355132,184064,171068,15,1581,813,768,28,10296,5352,4944,71,52313,27243,25070,78,111662,57929,53733,38,116968,60518,56450,7,49037,25332,23705,1,13275,6877,6398
08,110,00543,SUB-DISTRICT,Mauzamabad,148,213016,109983,103033,3,519,261,258,28,11032,5700,5332,50,36466,18807,17659,43,61295,31499,29796,19,59792,31028,28764,4,28951,14988,13963,1,14961,7700,7261
08,110,00544,SUB-DISTRICT,Phagi,169,191126,99226,91900,10,972,515,457,36,13960,7261,6699,61,42917,22274,20643,43,57005,29549,27456,15,45255,23559,21696,3,18335,9529,8806,1,12682,6539,6143
08,110,00545,SUB-DISTRICT,Sanganer,144,174893,90298,84595,14,1158,595,563,24,9046,4659,4387,53,38977,19994,18983,33,46107,23905,22202,15,44635,22925,21710,4,24380,12709,11671,1,10590,5511,5079
08,110,00546,SUB-DISTRICT,Jaipur,72,128716,66785,61931,4,683,351,332,14,5096,2642,2454,19,14295,7280,7015,18,26526,13680,12846,10,28280,14719,13561,6,42091,21948,20143,1,11745,6165,5580
08,110,00547,SUB-DISTRICT,Amber,192,319630,166351,153279,10,1116,588,528,14,5355,2779,2576,59,44755,23249,21506,59,83903,43705,40198,41,119450,62011,57439,8,49974,26158,23816,1,15077,7861,7216
08,110,00548,SUB-DISTRICT,Jamwa Ramgarh,233,295571,154444,141127,12,1003,518,485,31,10728,5550,5178,82,60711,31950,28761,72,99695,52199,47496,32,98245,51137,47108,4,25189,13090,12099,0,0,0,0
08,110,00549,SUB-DISTRICT,Bassi,206,235165,122194,112971,13,1497,799,698,21,7901,4099,3802,84,61276,31684,29592,61,81078,42200,38878,25,70331,36640,33691,2,13082,6772,6310,0,0,0,0
08,110,00550,SUB-DISTRICT,Chaksu,266,190202,98788,91414,42,3792,1993,1799,86,30946,16053,14893,85,58964,30658,28306,41,54309,28205,26104,10,25889,13374,12515,2,16302,8505,7797,0,0,0,0
08,111,00000,DISTRICT,Sikar,1162,2043427,1047469,995958,41,3600,1865,1735,117,43146,22187,20959,274,202273,103713,98560,393,569925,291803,278122,286,852055,436449,415606,45,302619,155322,147297,6,69809,36130,33679
