State Code,District Code,Sub District Code,Level,Area Name,Total number of inhabited villages,Total Rural population,,,Less than 200,,,,200-499,,,,500-999,,,,1000-1999,,,,2000-4999,,,,5000-9999,,,,10000 and above,,,
,,,,,,,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,
,,,,,,Persons ,Males,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females
28,540,04677,SUB-DISTRICT,Dharmasagar,18,70640,35128,35512,0,0,0,0,0,0,0,0,0,0,0,0,5,7039,3531,3508,8,26854,13387,13467,5,36747,18210,18537,0,0,0,0
28,540,04678,SUB-DISTRICT,Hasanparthy,14,39389,19580,19809,1,25,25,0,0,0,0,0,0,0,0,0,3,4519,2276,2243,9,29137,14499,14638,1,5708,2780,2928,0,0,0,0
28,540,04679,SUB-DISTRICT,Parkal,23,80542,40084,40458,0,0,0,0,0,0,0,0,2,1200,614,586,9,13793,6910,6883,9,29699,14717,14982,2,15593,7539,8054,1,20257,10304,9953
28,540,04680,SUB-DISTRICT,Mogullapalle,19,39387,19614,19773,0,0,0,0,0,0,0,0,2,1339,690,649,9,12736,6281,6455,8,25312,12643,12669,0,0,0,0,0,0,0,0
28,540,04681,SUB-DISTRICT,Chityal,32,61813,30518,31295,0,0,0,0,1,303,155,148,7,4728,2366,2362,11,16908,8381,8527,12,34248,17063,17185,1,5626,2553,3073,0,0,0,0
28,540,04682,SUB-DISTRICT,Bhupalpalle,18,44342,22045,22297,1,146,75,71,1,254,118,136,4,3250,1609,1641,4,5722,2896,2826,6,17899,8860,9039,1,5540,2710,2830,1,11531,5777,5754
28,540,04683,SUB-DISTRICT,Ghanpur (Mulug),8,35952,17837,18115,0,0,0,0,1,465,248,217,0,0,0,0,1,1884,937,947,3,10111,4980,5131,3,23492,11672,11820,0,0,0,0
28,540,04684,SUB-DISTRICT,Venkatapur,10,38959,19476,19483,0,0,0,0,1,454,222,232,1,583,297,286,2,3849,1924,1925,2,5826,2778,3048,4,28247,14255,13992,0,0,0,0
28,540,04685,SUB-DISTRICT,Eturnagaram,42,41153,20312,20841,4,600,303,297,16,5500,2753,2747,12,8157,3988,4169,7,10807,5451,5356,1,2018,990,1028,2,14071,6827,7244,0,0,0,0
28,540,04686,SUB-DISTRICT,Mangapet,19,36927,18525,18402,0,0,0,0,1,278,137,141,5,3678,1899,1779,3,4147,2061,2086,10,28824,14428,14396,0,0,0,0,0,0,0,0
28,540,04687,SUB-DISTRICT,Tadvai,41,22879,10893,11986,11,1213,622,591,16,5214,2596,2618,8,5666,2808,2858,4,6105,2764,3341,2,4681,2103,2578,0,0,0,0,0,0,0,0
28,540,04688,SUB-DISTRICT,Govindaraopet,10,30738,15320,15418,0,0,0,0,1,340,163,177,3,2528,1182,1346,0,0,0,0,4,16366,8210,8156,2,11504,5765,5739,0,0,0,0
28,540,04689,SUB-DISTRICT,Mulug,17,61741,31197,30544,0,0,0,0,2,874,429,445,2,1463,712,751,3,4676,2240,2436,5,15045,7884,7161,4,27548,13690,13858,1,12135,6242,5893
28,540,04690,SUB-DISTRICT,Regonda,18,59602,29773,29829,1,143,78,65,0,0,0,0,1,953,489,464,1,1455,742,713,11,32867,16436,16431,4,24184,12028,12156,0,0,0,0
28,540,04691,SUB-DISTRICT,Shayampet,13,40292,20066,20226,0,0,0,0,1,402,190,212,1,948,474,474,3,5025,2502,2523,5,15824,7961,7863,3,18093,8939,9154,0,0,0,0
28,540,04692,SUB-DISTRICT,Nallabelly,19,37503,18923,18580,0,0,0,0,0,0,0,0,2,1366,715,651,10,15558,7790,7768,6,15374,7805,7569,1,5205,2613,2592,0,0,0,0
28,540,04693,SUB-DISTRICT,Duggondi,17,42050,20975,21075,0,0,0,0,0,0,0,0,2,1202,594,608,5,7163,3585,3578,10,33685,16796,16889,0,0,0,0,0,0,0,0
28,540,04694,SUB-DISTRICT,Atmakur,22,59540,30063,29477,1,63,26,37,0,0,0,0,4,2999,1485,1514,5,6813,3623,3190,9,26044,13015,13029,3,23621,11914,11707,0,0,0,0
28,540,04695,SUB-DISTRICT,Hanamkonda,10,34505,17304,17201,0,0,0,0,1,412,212,200,0,0,0,0,3,4137,2069,2068,4,11412,5703,5709,1,6439,3222,3217,1,12105,6098,6007
28,540,04696,SUB-DISTRICT,Zaffergadh,18,45899,22777,23122,1,96,45,51,0,0,0,0,2,1578,804,774,5,8501,4310,4191,9,26026,13085,12941,1,9698,4533,5165,0,0,0,0
28,540,04697,SUB-DISTRICT,Palakurthi,21,58194,29315,28879,0,0,0,0,0,0,0,0,5,4022,2056,1966,2,2834,1440,1394,11,32426,16388,16038,3,18912,9431,9481,0,0,0,0
28,540,04698,SUB-DISTRICT,Raghunathpalle,19,53374,26563,26811,1,54,28,26,0,0,0,0,1,826,408,418,5,8856,4444,4412,9,22204,10961,11243,3,21434,10722,10712,0,0,0,0
28,540,04699,SUB-DISTRICT,Jangaon,19,40052,20043,20009,1,103,52,51,0,0,0,0,0,0,0,0,9,14145,7010,7135,9,25804,12981,12823,0,0,0,0,0,0,0,0
28,540,04700,SUB-DISTRICT,Lingalaghanpur,13,38340,19080,19260,0,0,0,0,0,0,0,0,0,0,0,0,5,7754,3870,3884,7,23429,11651,11778,1,7157,3559,3598,0,0,0,0
28,540,04701,SUB-DISTRICT,Devaruppula,13,42411,21256,21155,0,0,0,0,0,0,0,0,3,2652,1354,1298,2,2909,1434,1475,5,17577,8928,8649,3,19273,9540,9733,0,0,0,0
28,540,04702,SUB-DISTRICT,Kodakandla,16,51816,25832,25984,0,0,0,0,0,0,0,0,1,705,359,346,5,8112,4075,4037,8,29221,14641,14580,2,13778,6757,7021,0,0,0,0
28,540,04703,SUB-DISTRICT,Raiparthy,18,56189,27865,28324,0,0,0,0,0,0,0,0,0,0,0,0,6,9979,5033,4946,9,26488,13350,13138,3,19722,9482,10240,0,0,0,0
28,540,04704,SUB-DISTRICT,Wardhannapet,18,76873,38607,38266,0,0,0,0,0,0,0,0,1,883,424,459,1,1470,738,732,12,39365,19796,19569,3,21440,10773,10667,1,13715,6876,6839
28,540,04705,SUB-DISTRICT,Sangam,19,53160,26733,26427,0,0,0,0,1,340,169,171,0,0,0,0,4,4888,2440,2448,13,40993,20495,20498,1,6939,3629,3310,0,0,0,0
28,540,04706,SUB-DISTRICT,Warangal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,540,04707,SUB-DISTRICT,Geesugonda,14,39173,19462,19711,0,0,0,0,0,0,0,0,2,1372,688,684,2,2739,1346,1393,9,29435,14671,14764,1,5627,2757,2870,0,0,0,0
28,540,04708,SUB-DISTRICT,Narsampet,11,36276,17910,18366,1,186,86,100,0,0,0,0,0,0,0,0,1,1181,678,503,7,24092,11877,12215,2,10817,5269,5548,0,0,0,0
28,540,04709,SUB-DISTRICT,Khanapur,10,32186,16130,16056,0,0,0,0,1,241,114,127,0,0,0,0,4,5299,2679,2620,2,7693,3848,3845,3,18953,9489,9464,0,0,0,0
28,540,04710,SUB-DISTRICT,Kothagudem,58,39576,19721,19855,8,1184,572,612,22,6945,3494,3451,16,10129,5010,5119,8,10090,4972,5118,4,11228,5673,5555,0,0,0,0,0,0,0,0
28,540,04711,SUB-DISTRICT,Gudur,27,55781,28225,27556,1,80,38,42,3,853,409,444,4,3355,1659,1696,9,13311,6767,6544,9,27008,13791,13217,0,0,0,0,1,11174,5561,5613
28,540,04712,SUB-DISTRICT,Chennaraopet,14,53013,26747,26266,0,0,0,0,0,0,0,0,0,0,0,0,3,5089,2484,2605,8,26868,13577,13291,3,21056,10686,10370,0,0,0,0
28,540,04713,SUB-DISTRICT,Nekkonda,17,49291,24898,24393,0,0,0,0,0,0,0,0,1,923,471,452,7,10973,5592,5381,6,19072,9751,9321,3,18323,9084,9239,0,0,0,0
28,540,04714,SUB-DISTRICT,Parvathagiri,13,47639,23965,23674,0,0,0,0,0,0,0,0,0,0,0,0,1,1585,796,789,9,25388,12873,12515,3,20666,10296,10370,0,0,0,0
28,540,04715,SUB-DISTRICT,Thorrur,23,57419,28818,28601,0,0,0,0,1,437,222,215,4,3051,1543,1508,3,4980,2534,2446,13,38503,19262,19241,2,10448,5257,5191,0,0,0,0
28,540,04716,SUB-DISTRICT,Nellikudur,18,58344,29402,28942,0,0,0,0,1,296,150,146,0,0,0,0,4,7075,3548,3527,11,36398,18345,18053,2,14575,7359,7216,0,0,0,0
28,540,04717,SUB-DISTRICT,Kesamudram,16,66041,32973,33068,0,0,0,0,0,0,0,0,0,0,0,0,3,4680,2375,2305,9,29082,14700,14382,3,19375,9434,9941,1,12904,6464,6440
28,540,04718,SUB-DISTRICT,Mahabubabad,19,70961,35708,35253,0,0,0,0,0,0,0,0,0,0,0,0,2,3774,1894,1880,15,52055,26240,25815,2,15132,7574,7558,0,0,0,0
28,540,04719,SUB-DISTRICT,Narsimhulapet,18,58704,29690,29014,0,0,0,0,0,0,0,0,1,536,276,260,5,7564,3762,3802,8,24232,12227,12005,4,26372,13425,12947,0,0,0,0
28,540,04720,SUB-DISTRICT,Maripeda,23,83876,43102,40774,0,0,0,0,0,0,0,0,0,0,0,0,5,6939,3487,3452,16,53609,27570,26039,1,5643,2853,2790,1,17685,9192,8493
28,540,04721,SUB-DISTRICT,Kuravi,20,67179,32987,34192,0,0,0,0,0,0,0,0,2,1588,814,774,2,2738,1400,1338,12,36557,18401,18156,4,26296,12372,13924,0,0,0,0
28,540,04722,SUB-DISTRICT,Dornakal,12,41003,20604,20399,0,0,0,0,1,374,170,204,0,0,0,0,2,3355,1741,1614,7,24795,12450,12345,2,12479,6243,6236,0,0,0,0
28,541,00000,DISTRICT,Khammam,1103,2141459,1066781,1074678,142,16447,8116,8331,195,67241,32994,34247,199,144234,70758,73476,227,324207,161022,163185,250,802795,400325,402470,64,398993,200480,198513,26,387542,193086,194456
28,541,04723,SUB-DISTRICT,Wazeed,44,24816,12248,12568,11,1021,507,514,15,5389,2579,2810,13,9688,4833,4855,3,3521,1718,1803,2,5197,2611,2586,0,0,0,0,0,0,0,0
28,541,04724,SUB-DISTRICT,Venkatapuram,45,31765,15384,16381,16,1436,707,729,11,3503,1695,1808,6,4095,1965,2130,9,11872,5799,6073,2,5365,2630,2735,1,5494,2588,2906,0,0,0,0
28,541,04725,SUB-DISTRICT,Pinapaka,25,48376,23708,24668,1,186,90,96,4,1331,684,647,4,2914,1430,1484,10,15680,7448,8232,3,10378,5149,5229,3,17887,8907,8980,0,0,0,0
28,541,04726,SUB-DISTRICT,Cherla,61,42947,21167,21780,13,1396,715,681,21,7273,3581,3692,15,10576,5166,5410,9,11556,5658,5898,2,6358,2989,3369,1,5788,3058,2730,0,0,0,0
28,541,04727,SUB-DISTRICT,Manuguru,4,40026,19911,20115,1,123,64,59,0,0,0,0,0,0,0,0,0,0,0,0,1,2286,1095,1191,0,0,0,0,2,37617,18752,18865
28,541,04728,SUB-DISTRICT,Aswapuram,10,43067,21757,21310,0,0,0,0,1,479,228,251,1,937,460,477,2,3086,1511,1575,4,10836,5529,5307,1,9547,4739,4808,1,18182,9290,8892
28,541,04729,SUB-DISTRICT,Dummugudem,80,46802,22781,24021,15,2097,1043,1054,22,7681,3782,3899,31,20709,10014,10695,11,13726,6715,7011,1,2589,1227,1362,0,0,0,0,0,0,0,0
28,541,04730,SUB-DISTRICT,Bhadrachalam,65,38961,19195,19766,16,2159,1067,1092,22,7978,3901,4077,17,12610,6159,6451,9,12879,6434,6445,1,3335,1634,1701,0,0,0,0,0,0,0,0
28,541,04731,SUB-DISTRICT,Kunavaram,50,26245,12351,13894,11,1376,654,722,21,6607,3232,3375,14,9852,4647,5205,3,3612,1566,2046,1,4798,2252,2546,0,0,0,0,0,0,0,0
28,541,04732,SUB-DISTRICT,Chintur,80,40725,19899,20826,25,2882,1380,1502,28,8988,4447,4541,20,13786,6754,7032,4,5294,2538,2756,3,9775,4780,4995,0,0,0,0,0,0,0,0
28,541,04733,SUB-DISTRICT,Vararamachandrapuram,55,25597,12171,13426,22,2199,1115,1084,21,7612,3699,3913,9,6134,2894,3240,1,1210,567,643,1,3384,1452,1932,1,5058,2444,2614,0,0,0,0
28,541,04734,SUB-DISTRICT,Velairpadu,20,22882,11007,11875,2,316,150,166,6,2387,1165,1222,5,3798,1855,1943,5,6207,3068,3139,1,4625,1996,2629,1,5549,2773,2776,0,0,0,0
28,541,04735,SUB-DISTRICT,Kukunoor,18,28392,14104,14288,1,115,61,54,2,787,391,396,2,1303,662,641,10,14954,7462,7492,2,4853,2352,2501,1,6380,3176,3204,0,0,0,0
28,541,04736,SUB-DISTRICT,Burgampahad,16,42431,21421,21010,1,179,79,100,1,400,207,193,1,580,288,292,6,8000,4013,3987,4,9176,4871,4305,2,13861,6885,6976,1,10235,5078,5157
28,541,04737,SUB-DISTRICT,Palwancha,18,33673,17430,16243,0,0,0,0,3,984,503,481,4,2791,1415,1376,4,5492,2754,2738,7,24406,12758,11648,0,0,0,0,0,0,0,0
28,541,04738,SUB-DISTRICT,Kothagudem,15,68690,34675,34015,1,138,67,71,0,0,0,0,1,671,341,330,2,2769,1390,1379,6,17061,8612,8449,2,10736,5557,5179,3,37315,18708,18607
28,541,04739,SUB-DISTRICT,Tekulapalle,6,47879,24029,23850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11671,5879,5792,2,10747,5403,5344,1,25461,12747,12714
28,541,04740,SUB-DISTRICT,Yellandu,6,60338,29610,30728,0,0,0,0,0,0,0,0,0,0,0,0,1,1276,641,635,1,2516,1247,1269,1,8765,4517,4248,3,47781,23205,24576
28,541,04741,SUB-DISTRICT,Gundala,17,28125,13990,14135,2,240,122,118,3,947,459,488,2,1592,829,763,3,4406,2179,2227,6,15753,7807,7946,1,5187,2594,2593,0,0,0,0
28,541,04742,SUB-DISTRICT,Bayyaram,17,42587,21275,21312,0,0,0,0,1,441,230,211,4,3261,1620,1641,5,7684,3824,3860,6,16480,8363,8117,0,0,0,0,1,14721,7238,7483
28,541,04743,SUB-DISTRICT,Garla,10,36998,18122,18876,0,0,0,0,1,215,99,116,1,923,452,471,2,2919,1463,1456,4,12321,6177,6144,1,7044,3554,3490,1,13576,6377,7199
28,541,04744,SUB-DISTRICT,Singareni,11,54897,27596,27301,0,0,0,0,0,0,0,0,0,0,0,0,1,1582,783,799,6,22040,10822,11218,3,16798,8475,8323,1,14477,7516,6961
28,541,04745,SUB-DISTRICT,Kamepalle,13,41955,20882,21073,0,0,0,0,0,0,0,0,1,998,504,494,3,4696,2380,2316,7,23964,11975,11989,2,12297,6023,6274,0,0,0,0
28,541,04746,SUB-DISTRICT,Julurpad,8,33395,16768,16627,0,0,0,0,1,202,102,100,0,0,0,0,0,0,0,0,5,16307,8156,8151,1,5625,2812,2813,1,11261,5698,5563
28,541,04747,SUB-DISTRICT,Chandrugonda,20,49041,25038,24003,1,173,87,86,0,0,0,0,2,1905,983,922,8,12726,6472,6254,7,22401,11605,10796,2,11836,5891,5945,0,0,0,0
28,541,04748,SUB-DISTRICT,Mulkalapalle,11,34794,17302,17492,0,0,0,0,0,0,0,0,2,1823,934,889,2,2773,1404,1369,4,10495,5223,5272,3,19703,9741,9962,0,0,0,0
28,541,04749,SUB-DISTRICT,Aswaraopeta,19,59652,29963,29689,0,0,0,0,3,1037,526,511,3,2166,1064,1102,6,8091,4086,4005,4,13170,6577,6593,2,10783,5509,5274,1,24405,12201,12204
28,541,04750,SUB-DISTRICT,Dammapeta,21,58444,28975,29469,2,309,163,146,1,372,188,184,3,2018,1014,1004,4,5454,2730,2724,8,24394,11527,12867,2,14268,7637,6631,1,11629,5716,5913
28,541,04751,SUB-DISTRICT,Sathupalle,13,45186,22618,22568,0,0,0,0,2,649,317,332,3,2470,1238,1232,1,1610,812,798,5,20777,10415,10362,1,5531,2746,2785,1,14149,7090,7059
28,541,04752,SUB-DISTRICT,Penuballi,21,52841,26221,26620,0,0,0,0,0,0,0,0,4,2986,1493,1493,5,7090,3316,3774,11,33850,17011,16839,1,8915,4401,4514,0,0,0,0
28,541,04753,SUB-DISTRICT,Enkuru,11,35342,17982,17360,0,0,0,0,0,0,0,0,2,1448,718,730,2,2691,1328,1363,3,7887,4042,3845,4,23316,11894,11422,0,0,0,0
28,541,04754,SUB-DISTRICT,Thirumalayapalem,25,61502,30737,30765,0,0,0,0,1,467,237,230,3,2308,1119,1189,8,10978,5520,5458,11,37510,18680,18830,2,10239,5181,5058,0,0,0,0
28,541,04755,SUB-DISTRICT,Kusumanchi,18,60020,30223,29797,0,0,0,0,0,0,0,0,2,1639,828,811,3,4458,2225,2233,10,31338,15651,15687,2,11022,5596,5426,1,11563,5923,5640
28,541,04756,SUB-DISTRICT,Khammam (Rural),23,81138,40727,40411,0,0,0,0,0,0,0,0,0,0,0,0,5,7315,3677,3638,14,45930,23082,22848,4,27893,13968,13925,0,0,0,0
28,541,04757,SUB-DISTRICT,Khammam (Urban),12,63322,31681,31641,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,633,610,7,25222,12525,12697,2,14313,7143,7170,2,22544,11380,11164
28,541,04758,SUB-DISTRICT,Mudigonda,21,58485,29245,29240,0,0,0,0,0,0,0,0,2,1424,730,694,5,7279,3611,3668,12,37795,18876,18919,2,11987,6028,5959,0,0,0,0
28,541,04759,SUB-DISTRICT,Nelakondapalle,22,61325,30238,31087,0,0,0,0,0,0,0,0,4,2809,1364,1445,9,12351,6114,6237,6,17668,8479,9189,2,15149,7489,7660,1,13348,6792,6556
28,541,04760,SUB-DISTRICT,Chinthakani,16,48909,24180,24729,0,0,0,0,0,0,0,0,1,662,331,331,3,4974,2482,2492,11,36506,18040,18466,1,6767,3327,3440,0,0,0,0
28,541,04761,SUB-DISTRICT,Konijerla,17,61321,30878,30443,0,0,0,0,0,0,0,0,0,0,0,0,5,6976,3496,3480,8,27197,13730,13467,4,27148,13652,13496,0,0,0,0
28,541,04762,SUB-DISTRICT,Tallada,19,55750,27943,27807,0,0,0,0,0,0,0,0,5,4392,2188,2204,3,4321,2191,2130,9,29464,14744,14720,1,5771,2912,2859,1,11802,5908,5894
28,541,04763,SUB-DISTRICT,Kallur,23,63828,31800,32028,0,0,0,0,0,0,0,0,2,1692,848,844,12,17609,8879,8730,8,28720,14126,14594,0,0,0,0,1,15807,7947,7860
28,541,04764,SUB-DISTRICT,Wyra,21,54320,26793,27527,0,0,0,0,1,497,250,247,1,848,438,410,12,17685,8866,8819,6,17106,8536,8570,0,0,0,0,1,18184,8703,9481
28,541,04765,SUB-DISTRICT,Bonakal,18,43909,22065,21844,0,0,0,0,0,0,0,0,2,1317,669,648,7,10716,5323,5393,9,31876,16073,15803,0,0,0,0,0,0,0,0
28,541,04766,SUB-DISTRICT,Madhira,23,45832,22744,23088,0,0,0,0,2,766,373,393,4,3078,1516,1562,10,14193,7095,7098,5,16786,8288,8498,2,11009,5472,5537,0,0,0,0
28,541,04767,SUB-DISTRICT,Yerrupalem,21,49851,25078,24773,1,102,45,57,1,249,119,130,1,622,301,321,8,13075,6662,6413,8,24308,12129,12179,2,11495,5822,5673,0,0,0,0
28,541,04768,SUB-DISTRICT,Vemsoor,14,45078,22869,22209,0,0,0,0,0,0,0,0,2,1409,694,715,5,8178,4189,3989,5,16921,8603,8318,1,5085,2566,2519,1,13485,6817,6668
28,542,00000,DISTRICT,Srikakulam,1701,2266411,1126888,1139523,184,20587,9984,10603,321,112745,55844,56901,421,307683,152548,155135,439,620913,309236,311677,285,830985,413240,417745,45,290243,144460,145783,6,83255,41576,41679
28,542,04769,SUB-DISTRICT,Veeraghattam,39,65616,32339,33277,2,379,179,200,4,1408,704,704,5,3584,1780,1804,19,24643,12213,12430,8,21287,10552,10735,0,0,0,0,1,14315,6911,7404
28,542,04770,SUB-DISTRICT,Seethampeta,113,55848,27146,28702,32,3789,1818,1971,49,16480,7848,8632,23,15981,7925,8056,7,10949,5483,5466,1,3344,1675,1669,1,5305,2397,2908,0,0,0,0
28,542,04771,SUB-DISTRICT,Bhamini,22,44157,21576,22581,1,120,53,67,2,694,346,348,5,4124,2072,2052,6,7788,3858,3930,6,19114,9176,9938,2,12317,6071,6246,0,0,0,0
28,542,04772,SUB-DISTRICT,Kothuru,34,67093,33532,33561,2,321,161,160,4,1524,779,745,6,4789,2374,2415,10,14635,7409,7226,10,32474,16214,16260,2,13350,6595,6755,0,0,0,0
28,542,04773,SUB-DISTRICT,Pathapatnam,41,64639,31896,32743,7,922,435,487,7,2350,1183,1167,8,5919,3033,2886,12,16115,7706,8409,5,15659,7769,7890,1,7720,3851,3869,1,15954,7919,8035
28,542,04774,SUB-DISTRICT,Meliaputti,65,52737,25911,26826,22,2710,1292,1418,17,5689,2680,3009,10,7303,3397,3906,9,13843,7063,6780,6,15451,7786,7665,1,7741,3693,4048,0,0,0,0
28,542,04775,SUB-DISTRICT,Palasa,51,40044,19784,20260,5,350,180,170,19,6727,3289,3438,15,10865,5301,5564,8,10821,5424,5397,4,11281,5590,5691,0,0,0,0,0,0,0,0
28,542,04776,SUB-DISTRICT,Mandasa,75,82699,40252,42447,6,765,359,406,18,6492,3258,3234,22,14904,7146,7758,19,26439,12873,13566,9,24352,11809,12543,1,9747,4807,4940,0,0,0,0
28,542,04777,SUB-DISTRICT,Kanchili,51,66657,32916,33741,5,228,113,115,6,1614,769,845,17,12787,6400,6387,10,14829,7148,7681,13,37199,18486,18713,0,0,0,0,0,0,0,0
28,542,04778,SUB-DISTRICT,Ichchapuram,24,52472,25242,27230,0,0,0,0,2,908,455,453,4,2880,1313,1567,9,12980,6371,6609,7,22956,11019,11937,2,12748,6084,6664,0,0,0,0
28,542,04779,SUB-DISTRICT,Kaviti,21,75974,36365,39609,1,163,74,89,3,1029,493,536,0,0,0,0,2,3208,1528,1680,10,33108,15710,17398,4,26482,12806,13676,1,11984,5754,6230
28,542,04780,SUB-DISTRICT,Sompeta,34,60130,29193,30937,2,333,149,184,3,1119,551,568,9,6327,3100,3227,7,10711,5386,5325,12,35845,17239,18606,1,5795,2768,3027,0,0,0,0
28,542,04781,SUB-DISTRICT,Vajrapukothuru,59,73212,36213,36999,7,797,391,406,16,5275,2633,2642,13,10457,5112,5345,11,17089,8308,8781,10,28146,13937,14209,2,11448,5832,5616,0,0,0,0
28,542,04782,SUB-DISTRICT,Nandigam,101,56443,28032,28411,28,3107,1524,1583,30,9949,5091,4858,29,19789,10013,9776,12,17083,8367,8716,2,6515,3037,3478,0,0,0,0,0,0,0,0
28,542,04783,SUB-DISTRICT,Hiramandalam,35,43415,21662,21753,6,670,341,329,5,1768,875,893,6,4822,2417,2405,12,16749,8379,8370,5,13027,6445,6582,1,6379,3205,3174,0,0,0,0
28,542,04784,SUB-DISTRICT,Palakonda,44,54212,26802,27410,1,91,49,42,9,3283,1611,1672,11,8304,4101,4203,19,26793,13156,13637,3,9793,4805,4988,1,5948,3080,2868,0,0,0,0
28,542,04785,SUB-DISTRICT,Vangara,32,41133,20381,20752,1,99,53,46,2,723,355,368,7,5423,2742,2681,18,24716,11966,12750,4,10172,5265,4907,0,0,0,0,0,0,0,0
28,542,04786,SUB-DISTRICT,Regidi Amadalavalasa,51,70493,35385,35108,0,0,0,0,3,1062,537,525,15,10820,5468,5352,23,34126,17107,17019,10,24485,12273,12212,0,0,0,0,0,0,0,0
28,542,04787,SUB-DISTRICT,Lakshminarsupeta,40,29107,14638,14469,5,576,284,292,9,3165,1574,1591,21,15354,7661,7693,4,5118,2592,2526,1,4894,2527,2367,0,0,0,0,0,0,0,0
28,542,04788,SUB-DISTRICT,Saravakota,41,52243,25871,26372,3,344,169,175,8,3030,1499,1531,12,8117,3850,4267,9,13944,6867,7077,8,21572,10845,10727,1,5236,2641,2595,0,0,0,0
28,542,04789,SUB-DISTRICT,Tekkali,48,45362,22272,23090,9,1018,484,534,9,3457,1710,1747,13,8557,4142,4415,10,13494,6652,6842,7,18836,9284,9552,0,0,0,0,0,0,0,0
28,542,04790,SUB-DISTRICT,Santhabommali,39,70561,35284,35277,0,0,0,0,3,1123,592,531,14,10821,5339,5482,8,12173,6049,6124,13,38496,19352,19144,1,7948,3952,3996,0,0,0,0
28,542,04791,SUB-DISTRICT,Kotabommali,43,74718,37760,36958,2,241,114,127,3,951,475,476,3,2435,1207,1228,22,28613,14287,14326,12,33537,17087,16450,1,8941,4590,4351,0,0,0,0
28,542,04792,SUB-DISTRICT,Jalumuru,53,59599,29413,30186,6,594,297,297,9,3182,1576,1606,14,11147,5484,5663,18,26485,13133,13352,6,18191,8923,9268,0,0,0,0,0,0,0,0
28,542,04793,SUB-DISTRICT,Sarubujjili,40,33254,16563,16691,2,307,158,149,15,5750,2912,2838,9,6449,3216,3233,12,14444,7133,7311,2,6304,3144,3160,0,0,0,0,0,0,0,0
28,542,04794,SUB-DISTRICT,Burja,58,42308,21426,20882,14,1193,578,615,10,3785,1885,1900,19,12651,6339,6312,12,16978,8674,8304,3,7701,3950,3751,0,0,0,0,0,0,0,0
28,542,04795,SUB-DISTRICT,Santhakaviti,50,65419,32881,32538,2,301,142,159,8,2847,1438,1409,15,11965,6046,5919,16,22609,11388,11221,8,22491,11136,11355,1,5206,2731,2475,0,0,0,0
28,542,04796,SUB-DISTRICT,Rajam,26,51842,26048,25794,0,0,0,0,1,331,172,159,6,4312,2197,2115,9,12735,6417,6318,7,19075,9538,9537,3,15389,7724,7665,0,0,0,0
28,542,04797,SUB-DISTRICT,Ganguvarisigadam,42,57543,29111,28432,1,24,12,12,7,2428,1243,1185,13,9546,4759,4787,10,14028,7112,6916,11,31517,15985,15532,0,0,0,0,0,0,0,0
28,542,04798,SUB-DISTRICT,Amadalavalasa,36,44294,22178,22116,1,153,82,71,4,1328,676,652,16,11896,5875,6021,9,13274,6653,6621,5,12508,6313,6195,1,5135,2579,2556,0,0,0,0
28,542,04799,SUB-DISTRICT,Narasannapeta,43,51041,25103,25938,2,251,122,129,11,3846,1887,1959,11,7968,3916,4052,10,13849,6877,6972,9,25127,12301,12826,0,0,0,0,0,0,0,0
28,542,04800,SUB-DISTRICT,Polaki,42,65622,32880,32742,1,160,77,83,5,2208,1084,1124,11,8665,4321,4344,15,20060,10083,9977,8,21613,10821,10792,2,12916,6494,6422,0,0,0,0
28,542,04801,SUB-DISTRICT,Gara,24,79617,39729,39888,1,13,8,5,1,470,252,218,3,2274,1136,1138,7,10493,5243,5250,8,27617,13728,13889,3,21777,10960,10817,1,16973,8402,8571
28,542,04802,SUB-DISTRICT,Srikakulam,25,75894,37853,38041,0,0,0,0,1,475,235,240,3,1951,972,979,6,8937,4442,4495,11,33263,16552,16711,3,18995,9312,9683,1,12273,6340,5933
28,542,04803,SUB-DISTRICT,Ponduru,37,61250,31086,30164,1,64,34,30,4,1530,774,756,8,6353,3223,3130,13,17583,8899,8684,10,29831,15170,14661,1,5889,2986,2903,0,0,0,0
28,542,04804,SUB-DISTRICT,Laveru,41,68621,34886,33735,1,118,58,60,8,2563,1315,1248,10,7310,3699,3611,11,16827,8560,8267,9,27912,14058,13854,2,13891,7196,6695,0,0,0,0
28,542,04805,SUB-DISTRICT,Ranastalam,54,85872,43787,42085,5,386,194,192,2,545,268,277,14,10056,5090,4966,17,24162,12337,11825,15,45026,22966,22060,1,5697,2932,2765,0,0,0,0
28,542,04806,SUB-DISTRICT,Etcherla,27,85270,43492,41778,0,0,0,0,4,1637,820,817,1,778,382,396,8,11590,6093,5497,7,21266,10773,10493,6,38243,19174,19069,1,11756,6250,5506
